Year,PopDensity,PopSexRatio,MedianAgePop,PopGrowthRate,Births,Deaths,DeathsMale,DeathsFemale,NetMigrations,Country_ID
2021,230.1313,100.8413,27.1049,1.041,205.05,74.29,43.327,30.963,-14.966,39
2022,232.4278,100.7097,27.426,0.945,203.625,68.221,39.171,29.05,-29.294,39
2015,383.1752,98.6569,21.6219,1.426,269.909,86.56,47.191,39.369,-32.698,54
2016,388.6194,98.5987,21.8624,1.396,271.005,87.574,48.031,39.543,-33.902,54
2017,394.0492,98.5343,22.0983,1.38,271.823,87.199,47.931,39.269,-34.766,54
2018,399.4494,98.4691,22.3322,1.343,271.104,88.213,48.517,39.696,-35.007,54
2019,404.8184,98.3969,22.5657,1.327,271.669,88.896,49.289,39.606,-34.635,54
2020,410.1274,98.316,22.7959,1.279,271.045,92.58,51.317,41.263,-33.872,54
2021,415.2334,98.236,23.0217,1.196,269.377,99.459,54.563,44.895,-32.977,54
2022,420.2182,98.1599,23.2466,1.19,268.523,98.374,54.048,44.326,-32.248,54
2015,258.0281,98.636,27.8185,0.343,39.55,18.631,9.481,9.149,-11.329,64
2016,258.79,98.6507,28.3022,0.247,37.82,19.573,10.228,9.345,-11.329,64
2017,259.3145,98.6349,28.7991,0.158,35.865,20.102,10.595,9.507,-11.329,64
2018,259.6339,98.6011,29.3101,0.088,34.423,20.616,10.951,9.666,-11.329,64
2019,259.8128,98.5563,29.8287,0.05,33.815,21.08,11.202,9.878,-11.329,64
2020,260.428,98.515,30.3358,0.423,33.317,21.386,11.322,10.064,0.0,64
2021,261.0983,98.4705,30.8159,0.092,33.15,24.899,13.164,11.735,-5.664,64
2022,261.069,98.4126,31.2957,-0.114,32.663,24.89,13.193,11.697,-10.999,64
2015,402.3625,91.1833,39.7931,-1.812,32.265,30.876,17.691,13.185,-64.764,108
2016,394.931,90.9592,40.792,-1.917,30.154,30.146,17.493,12.653,-65.824,108
2017,387.2996,90.7104,41.8227,-1.986,26.996,31.567,18.125,13.442,-62.275,108
2018,381.8763,90.4224,42.6319,-0.826,22.578,32.684,19.209,13.475,-17.32,108
2019,378.8411,90.1061,43.1691,-0.769,26.097,35.429,20.567,14.862,-16.013,108
2020,376.388,89.7965,43.617,-0.529,26.79,36.682,21.136,15.546,-7.408,108
2021,374.6005,89.5196,44.0333,-0.423,26.548,32.914,18.827,14.088,-7.408,108
2022,374.184,89.2841,44.3079,0.201,26.058,36.23,20.352,15.878,16.702,108
2015,284.6348,97.1675,32.6504,0.641,19.866,9.926,5.556,4.369,-0.583,131
2016,286.419,97.0657,33.151,0.609,19.529,10.482,5.839,4.643,-0.103,131
2017,288.2275,96.9999,33.643,0.649,19.076,10.914,6.098,4.816,1.446,131
2018,293.3156,97.6749,33.9975,2.831,18.67,11.571,6.459,5.112,35.502,131
2019,296.2875,97.8959,34.4291,-0.797,18.904,11.779,6.583,5.196,-19.248,131
2020,295.9351,97.4254,34.9993,0.559,18.119,11.982,6.681,5.302,2.37,131
2021,297.4002,97.4014,35.4639,0.429,17.814,13.917,7.703,6.214,2.632,131
2022,298.4492,97.311,35.9451,0.276,17.429,12.398,6.876,5.522,-0.8,131
2015,15.7769,101.1514,22.8089,2.076,7.798,1.688,1.038,0.65,1.363,14
2016,16.1031,101.2511,23.1874,2.018,7.832,1.722,1.057,0.665,1.283,14
2017,16.4267,101.3334,23.5649,1.961,7.905,1.763,1.082,0.681,1.222,14
2018,16.7499,101.3979,23.9389,1.936,8.018,1.808,1.111,0.697,1.185,14
2019,17.0581,101.446,24.3348,1.712,7.333,1.835,1.127,0.708,1.164,14
2020,17.3135,101.3765,24.7558,1.263,7.06,2.071,1.284,0.787,0.0,14
2021,17.5375,101.2223,25.1649,1.308,7.186,2.54,1.563,0.977,0.577,14
2022,17.7673,101.1023,25.5571,1.296,7.193,2.532,1.549,0.984,0.6,14
2015,95.8723,100.6105,30.1648,1.032,71.053,24.629,13.804,10.825,4.065,33
2016,96.8509,100.5423,30.6022,1.0,69.914,24.642,13.902,10.74,4.15,33
2017,97.8034,100.4768,31.0465,0.958,69.512,25.856,14.356,11.5,4.196,33
2018,98.7218,100.4059,31.4939,0.911,68.327,26.579,15.019,11.56,4.198,33
2019,99.5795,100.3238,31.9506,0.819,65.282,27.786,15.573,12.214,4.154,33
2020,100.335,100.2399,32.4243,0.693,62.23,28.817,16.167,12.65,2.084,33
2021,100.9392,100.1369,32.89,0.509,61.176,37.055,20.717,16.337,2.084,33
2022,101.4655,100.0228,33.3359,0.531,60.517,36.834,20.494,16.34,3.85,33
2015,300.7271,91.4312,23.9629,0.315,115.153,44.23,25.337,18.892,-51.282,42
2016,301.6655,91.3452,24.3007,0.308,110.186,43.438,25.256,18.181,-47.499,42
2017,302.4447,91.2336,24.6746,0.208,106.787,43.135,25.224,17.911,-50.616,42
2018,302.9123,91.1151,25.0715,0.101,104.224,43.729,25.187,18.542,-54.158,42
2019,303.0993,91.0228,25.4739,0.022,103.547,46.999,25.924,21.075,-55.143,42
2020,303.7032,90.9608,25.8708,0.375,102.067,53.231,29.292,23.939,-25.214,42
2021,304.7378,90.9059,26.2689,0.305,101.405,54.803,29.992,24.811,-27.343,42
2022,305.8104,90.8634,26.6832,0.398,100.313,51.878,28.233,23.646,-23.249,42
2015,149.3198,98.1582,20.145,1.779,414.042,81.279,46.237,35.042,-48.162,52
2016,152.025,98.146,20.4385,1.812,416.628,82.176,46.654,35.521,-39.266,52
2017,154.71,98.1372,20.7397,1.69,411.557,83.252,47.073,36.179,-48.049,52
2018,157.2431,98.1319,21.0498,1.559,403.834,84.289,47.281,37.008,-56.884,52
2019,159.6336,98.1333,21.3749,1.46,391.582,83.814,46.55,37.264,-58.095,52
2020,162.0261,98.1042,21.7227,1.515,378.935,92.707,53.998,38.709,-23.142,52
2021,164.3196,98.037,22.0737,1.297,372.146,114.597,65.207,49.39,-29.118,52
2022,166.5165,97.9797,22.4178,1.359,372.335,120.781,67.174,53.607,-9.128,52
2015,85.2128,102.2649,21.2645,1.791,211.541,38.56,21.784,16.776,-6.512,55
2016,86.7374,102.2332,21.6266,1.756,212.388,39.587,22.343,17.244,-6.685,55
2017,88.2597,102.1996,21.9916,1.724,213.413,40.652,22.952,17.7,-6.782,55
2018,89.7817,102.1637,22.3575,1.696,214.499,41.704,23.559,18.145,-6.768,55
2019,91.3034,102.1262,22.7241,1.666,215.469,42.992,24.256,18.736,-6.55,55
2020,92.7972,102.0803,23.0844,1.58,216.208,50.064,28.239,21.826,-6.199,55
2021,94.2328,102.0257,23.432,1.491,216.645,57.654,32.161,25.493,-5.779,55
2022,95.6494,101.9717,23.7777,1.493,217.59,56.396,31.483,24.913,-5.374,55
2015,61.3245,95.9228,26.7411,1.128,2159.314,721.944,406.562,315.383,-82.173,85
2016,62.0234,95.9052,27.1437,1.138,2116.264,765.905,430.794,335.111,33.094,85
2017,62.6971,95.8764,27.5409,1.023,2081.548,812.498,457.319,355.179,-12.438,85
2018,63.2967,95.8257,27.9678,0.881,2042.458,850.431,479.796,370.635,-99.43,85
2019,63.8435,95.7575,28.3714,0.84,1965.139,867.074,491.736,375.338,-47.764,85
2020,64.3095,95.6166,28.6986,0.616,1961.267,1175.636,690.814,484.821,-9.949,85
2021,64.6703,95.3849,29.0097,0.504,1882.362,1191.718,713.518,478.2,-52.649,85
2022,65.0781,95.2316,29.3867,0.753,1866.399,855.022,480.241,374.782,-51.399,85
2015,52.34,97.1401,22.5071,1.433,143.872,29.251,16.38,12.871,-24.359,95
2016,53.0932,97.1509,22.8404,1.424,143.755,29.656,16.526,13.129,-23.081,95
2017,53.8518,97.1644,23.179,1.413,143.399,29.983,16.662,13.321,-21.841,95
2018,54.6139,97.1766,23.5214,1.397,142.87,30.313,16.881,13.432,-20.739,95
2019,55.3758,97.1813,23.8667,1.374,142.181,30.875,17.339,13.536,-19.733,95
2020,56.1401,97.1633,24.2028,1.367,141.324,38.555,21.787,16.768,-10.384,95
2021,56.9265,97.1429,24.5397,1.415,140.589,33.308,18.666,14.642,-10.384,95
2022,57.7397,97.1396,24.8934,1.422,139.164,32.359,18.113,14.246,-8.0,95
2015,53.3467,100.3372,27.2398,1.74,79.495,19.268,10.99,8.278,8.648,102
2016,54.2801,100.3094,27.4959,1.729,79.22,19.72,11.259,8.461,10.109,102
2017,55.2201,100.2812,27.7552,1.705,79.014,20.234,11.565,8.67,11.059,102
2018,56.1529,100.2486,28.0209,1.645,78.255,20.849,11.908,8.941,11.13,102
2019,57.0599,100.2115,28.2976,1.56,77.044,21.641,12.302,9.339,10.623,102
2020,57.8939,100.1559,28.5708,1.344,76.898,24.662,14.154,10.508,5.473,102
2021,58.6606,100.0818,28.8293,1.288,76.933,26.382,15.055,11.326,5.473,102
2022,59.4333,100.0109,29.0813,1.329,76.637,26.004,14.753,11.25,7.967,102
2015,15.4943,97.9299,29.8973,0.993,750.29,326.265,171.986,154.279,5.522,5
2016,15.6416,97.9665,30.0878,0.9,734.548,346.954,181.225,165.73,5.215,5
2017,15.7799,98.0066,30.2914,0.862,713.799,338.78,175.852,162.928,4.926,5
2018,15.9085,98.0395,30.5244,0.761,674.273,340.946,178.069,162.876,4.69,5
2019,16.0274,98.0578,30.7813,0.728,661.385,340.033,178.586,161.447,4.478,5
2020,16.1315,98.0561,31.0438,0.567,635.978,383.131,202.693,180.438,2.344,5
2021,16.2177,98.0444,31.3016,0.5,629.391,405.428,212.609,192.819,2.344,5
2022,16.3014,98.0457,31.5665,0.529,627.741,390.865,203.278,187.588,3.886,5
2015,24.5495,96.9564,30.3138,0.832,3021.946,1319.93,737.466,582.464,4.764,19
2016,24.7495,96.8869,30.739,0.791,2905.301,1351.923,763.529,588.395,82.589,19
2017,24.9463,96.818,31.1642,0.794,2952.133,1353.694,753.573,600.12,56.362,19
2018,25.1451,96.7628,31.5818,0.794,2969.862,1369.336,759.636,609.701,67.934,19
2019,25.3385,96.7089,31.9986,0.739,2886.359,1391.436,770.531,620.904,69.186,19
2020,25.5076,96.6447,32.4154,0.592,2787.294,1581.43,872.334,709.097,56.88,19
2021,25.6428,96.5666,32.8167,0.465,2760.958,1784.239,977.027,807.212,20.376,19
2022,25.7609,96.4889,33.2087,0.454,2723.266,1752.232,955.048,797.184,6.425,19
2015,23.7334,98.4648,33.2756,1.02,235.699,109.199,58.036,51.163,55.709,28
2016,24.0172,98.4635,33.5755,1.357,228.821,110.03,57.842,52.188,126.525,28
2017,24.3954,98.4891,33.826,1.764,221.468,112.09,57.399,54.691,214.697,28
2018,24.8374,98.526,34.0435,1.827,221.872,117.566,60.968,56.599,237.358,28
2019,25.2864,98.5538,34.2654,1.756,224.35,120.1,62.342,57.758,230.162,28
2020,25.6328,98.5556,34.5404,0.97,227.821,139.021,73.645,65.375,98.439,28
2021,25.8889,98.5421,34.8546,1.018,229.116,144.326,75.524,68.801,113.709,28
2022,26.0358,98.5348,35.2457,0.115,230.824,141.368,73.622,67.746,-66.85,28
2015,41.9331,97.5889,28.5193,0.955,734.664,243.633,136.964,106.669,-41.064,30
2016,42.3836,97.5526,28.9314,1.181,730.565,248.057,138.68,109.378,79.978,30
2017,43.0295,97.5384,29.3149,1.839,726.008,252.689,140.463,112.226,415.618,30
2018,43.8529,97.5353,29.6736,1.952,727.649,260.364,144.941,115.423,494.364,30
2019,44.6632,97.5252,30.0377,1.712,733.94,270.504,151.165,119.339,395.803,30
2020,45.3246,97.474,30.4097,1.232,733.491,335.656,191.26,144.396,229.437,30
2021,45.846,97.3715,30.7725,1.057,730.203,397.649,226.497,171.151,211.978,30
2022,46.1641,97.2515,31.171,0.328,723.264,384.947,217.744,167.203,-167.924,30
2015,65.2114,100.0562,25.4162,1.487,303.34,77.266,42.018,35.248,14.74,40
2016,66.1926,100.0568,25.7791,1.5,299.318,79.828,43.331,36.497,27.063,40
2017,67.2288,100.0534,26.1466,1.606,300.031,81.236,44.307,36.929,49.359,40
2018,68.5121,100.0427,26.5143,2.17,299.106,83.179,45.678,37.501,153.372,40
2019,69.8331,100.0207,26.8852,1.654,300.075,85.03,47.201,37.829,71.801,40
2020,70.819,99.9057,27.229,1.153,299.338,132.366,78.442,53.924,35.894,40
2021,71.661,99.7299,27.5533,1.21,298.989,119.463,70.066,49.396,35.894,40
2022,72.4795,99.6474,27.9257,1.062,298.666,87.35,47.874,39.476,-20.206,40
2015,15.2745,101.1542,23.7299,1.428,138.768,33.698,18.919,14.779,-16.833,103
2016,15.4937,101.1034,24.0564,1.422,139.71,33.876,19.112,14.765,-16.734,103
2017,15.7132,101.052,24.3824,1.392,139.763,34.651,19.466,15.185,-16.628,103
2018,15.9306,101.0021,24.707,1.356,139.766,35.931,20.12,15.811,-16.47,103
2019,16.1449,100.9491,25.0308,1.317,139.138,36.847,20.686,16.16,-16.27,103
2020,16.3642,100.8885,25.3479,1.38,138.721,39.177,22.095,17.083,-8.23,103
2021,16.5746,100.8007,25.6352,1.177,138.365,51.237,28.913,22.324,-8.23,103
2022,16.7648,100.6961,25.8983,1.106,137.96,50.471,28.468,22.003,-12.499,103
2015,23.992,98.1897,26.6827,1.245,577.568,197.692,106.976,90.716,2.462,104
2016,24.3208,98.2388,26.9213,1.476,575.208,196.432,106.353,90.079,80.725,104
2017,24.6901,98.285,27.1638,1.537,576.461,194.79,105.933,88.857,104.242,104
2018,25.1576,98.2757,27.4286,2.208,579.697,195.538,107.049,88.489,326.831,104
2019,25.6427,98.2575,27.6944,1.617,591.025,196.738,108.833,87.905,136.558,104
2020,26.0176,98.1798,27.9571,1.288,593.207,243.717,140.468,103.249,79.456,104
2021,26.3384,98.089,28.1961,1.164,593.523,269.05,147.073,121.976,68.012,104
2022,26.5995,98.049,28.446,0.81,592.156,255.755,137.326,118.429,-60.652,104
2015,3.6889,100.1774,26.8009,1.024,11.017,4.156,2.353,1.803,-0.976,125
2016,3.7273,100.0213,26.9987,1.043,11.005,4.039,2.264,1.775,-0.91,125
2017,3.7664,99.8339,27.2004,1.046,11.031,3.923,2.201,1.722,-0.948,125
2018,3.8059,99.6525,27.4034,1.038,11.038,4.013,2.259,1.753,-0.862,125
2019,3.8481,99.5255,27.595,1.168,11.049,4.238,2.386,1.852,0.203,125
2020,3.8914,99.4238,27.7755,1.074,11.1,4.273,2.4,1.873,-0.313,125
2021,3.9294,99.2814,27.9245,0.868,11.133,5.315,2.946,2.37,-0.492,125
2022,3.9618,99.101,28.0497,0.776,11.123,5.342,2.952,2.391,-1.0,125
2015,19.6472,93.4313,34.018,0.344,48.408,32.549,16.388,16.161,-4.156,138
2016,19.7104,93.5189,34.154,0.299,46.58,32.88,16.416,16.464,-3.506,138
2017,19.7591,93.613,34.3154,0.195,43.05,33.281,16.507,16.774,-3.09,138
2018,19.7871,93.7032,34.5105,0.088,39.773,33.805,16.745,17.06,-2.963,138
2019,19.795,93.7762,34.7346,-0.008,37.107,34.484,17.208,17.276,-2.902,138
2020,19.7989,93.8519,34.9908,0.048,35.457,32.343,15.862,16.481,-1.486,138
2021,19.7826,93.9281,35.219,-0.213,35.892,41.681,20.659,21.022,-1.486,138
2022,19.7625,93.9896,35.4486,0.01,35.668,33.82,16.841,16.979,-1.5,138
2015,3.9294,98.4761,39.6233,0.95,371.094,264.204,133.408,130.796,232.738,25
2016,3.9714,98.4886,39.7346,1.172,369.376,266.688,135.533,131.155,320.494,25
2017,4.0198,98.5408,39.7851,1.254,373.611,276.434,140.858,135.575,361.274,25
2018,4.0727,98.6388,39.79,1.359,369.002,283.619,144.291,139.327,417.974,25
2019,4.1263,98.7273,39.8057,1.256,363.393,284.005,145.351,138.655,391.914,25
2020,4.1666,98.7639,39.9362,0.689,370.506,304.741,156.855,147.886,195.181,25
2021,4.1959,98.7757,40.162,0.712,373.728,297.242,153.457,143.785,195.181,25
2022,4.2288,98.7919,40.3812,0.85,376.188,297.812,152.829,144.982,248.586,25
2015,3.1007,98.6596,36.2549,1.501,305.209,157.076,80.319,76.756,209.466,7
2016,3.1495,98.5197,36.2452,1.626,309.448,158.305,81.582,76.723,242.184,7
2017,3.2009,98.4439,36.2569,1.61,311.698,160.643,82.712,77.931,244.875,7
2018,3.2515,98.4198,36.3079,1.529,320.272,158.724,82.282,76.442,220.307,7
2019,3.3007,98.4401,36.4283,1.475,305.145,166.979,86.17,80.809,235.86,7
2020,3.3415,98.5027,36.6594,0.981,296.417,162.601,81.587,81.015,117.929,7
2021,3.3741,98.5782,36.9535,0.966,298.496,166.082,83.139,82.943,117.929,7
2022,3.4075,98.6288,37.2382,1.002,300.246,177.939,92.357,85.582,139.991,7
2015,17.3293,96.2572,36.317,1.68,59.977,30.037,15.299,14.739,47.165,94
2016,17.6219,96.4972,36.1968,1.668,58.476,30.614,15.555,15.059,50.012,94
2017,17.9169,96.7186,36.1213,1.653,60.564,30.918,15.811,15.107,48.815,94
2018,18.2653,97.0931,36.12,2.193,56.905,31.234,15.948,15.286,80.419,94
2019,18.7202,97.7836,36.2195,2.721,63.079,31.55,16.214,15.337,103.392,94
2020,19.1056,98.2209,36.3623,1.369,63.13,32.068,16.624,15.444,38.22,94
2021,19.3646,98.2605,36.5018,1.324,63.557,33.869,17.584,16.285,38.22,94
2022,19.5743,98.2927,36.6992,0.833,64.103,33.895,17.6,16.295,12.999,94
