,title,rank,date,artist,url,region,chart,trend,streams
319,All My Friends (feat. Tinashe & Chance the Rapper),118,2017-01-01,Snakehips,https://open.spotify.com/track/6TaqooOXAEcijL6G1AWS2K,Australia,top200,MOVE_DOWN,14554.0
320,It's Gotta Be You,119,2017-01-01,Isaiah Firebrace,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,Australia,top200,MOVE_UP,14552.0
321,Alarm,120,2017-01-01,Anne-Marie,https://open.spotify.com/track/0OwX5aROoW1Iip8FV51Efg,Australia,top200,MOVE_UP,14519.0
322,Ignition - Remix,121,2017-01-01,R. Kelly,https://open.spotify.com/track/5dNfHmqgr128gMY2tc5CeJ,Australia,top200,MOVE_DOWN,14465.0
323,Ni**as In Paris,122,2017-01-01,"JAY-Z, Kanye West",https://open.spotify.com/track/2KpCpk6HjXXLb7nnXoXA5O,Australia,top200,MOVE_DOWN,14334.0
324,All Time Low,123,2017-01-01,Jon Bellion,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m,Australia,top200,NEW_ENTRY,14308.0
325,PILLOWTALK,124,2017-01-01,ZAYN,https://open.spotify.com/track/0PDUDa38GO8lMxLCRc4lL1,Australia,top200,MOVE_UP,14087.0
326,Middle,125,2017-01-01,"DJ Snake, Bipolar Sunshine",https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,Australia,top200,MOVE_UP,13969.0
327,Stronger,126,2017-01-01,Kanye West,https://open.spotify.com/track/6C7RJEIUDqKkJRZVWdkfkH,Australia,top200,MOVE_DOWN,13966.0
328,Versace on the Floor,127,2017-01-01,Bruno Mars,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,Australia,top200,NEW_ENTRY,13938.0
329,Lot to Learn,128,2017-01-01,Luke Christopher,https://open.spotify.com/track/2HzfRSfCogBSsgW2CckVA2,Australia,top200,NEW_ENTRY,13897.0
330,Bounce Back,129,2017-01-01,Big Sean,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,Australia,top200,MOVE_UP,13871.0
331,Can't Feel My Face,130,2017-01-01,The Weeknd,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm,Australia,top200,MOVE_DOWN,13682.0
332,Talk Is Cheap,131,2017-01-01,Chet Faker,https://open.spotify.com/track/7bliRZuMFa2JmUzzNd62kk,Australia,top200,NEW_ENTRY,13660.0
333,Sidewalks,132,2017-01-01,"The Weeknd, Kendrick Lamar",https://open.spotify.com/track/4h90qkbnW1Qq6pBhoPvwko,Australia,top200,NEW_ENTRY,13475.0
334,Stitches,133,2017-01-01,Shawn Mendes,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q,Australia,top200,MOVE_UP,13435.0
335,Ain't My Fault,134,2017-01-01,Zara Larsson,https://open.spotify.com/track/0ADG9OgdVTL7fgREP75BrZ,Australia,top200,NEW_ENTRY,13364.0
336,In My Blood,135,2017-01-01,The Veronicas,https://open.spotify.com/track/0x4GHzCjY5MGQ960CHnVHz,Australia,top200,MOVE_UP,13270.0
337,Fading,136,2017-01-01,Vallis Alps,https://open.spotify.com/track/2fKEunM0KZVpVLwlvmVlDZ,Australia,top200,NEW_ENTRY,13243.0
338,Immortal,137,2017-01-01,J. Cole,https://open.spotify.com/track/6AGON2BGdPmPMJGiiNuuwl,Australia,top200,NEW_ENTRY,13217.0
339,Chantaje (feat. Maluma),138,2017-01-01,Shakira,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,Australia,top200,NEW_ENTRY,13216.0
340,This Town,139,2017-01-01,Niall Horan,https://open.spotify.com/track/5nA67Y0XX9JipZwYxX7Gl7,Australia,top200,NEW_ENTRY,12969.0
341,Photograph,140,2017-01-01,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Australia,top200,NEW_ENTRY,12891.0
342,Gold Digger,141,2017-01-01,"Kanye West, Jamie Foxx",https://open.spotify.com/track/5XJJdNPkwmbUwE79gv0NxK,Australia,top200,MOVE_UP,12701.0
343,Pumped Up Kicks,142,2017-01-01,Foster The People,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT,Australia,top200,MOVE_DOWN,12679.0
344,Rooting For You,143,2017-01-01,London Grammar,https://open.spotify.com/track/2nAAFnHiXRdWhsqoeqhhnr,Australia,top200,NEW_ENTRY,12503.0
345,No Role Modelz,144,2017-01-01,J. Cole,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,Australia,top200,NEW_ENTRY,12451.0
346,King Kunta,145,2017-01-01,Kendrick Lamar,https://open.spotify.com/track/0N3W5peJUQtI4eyR6GJT5O,Australia,top200,MOVE_DOWN,12441.0
347,Titanium (feat. Sia),146,2017-01-01,David Guetta,https://open.spotify.com/track/2dOTkLZFbpNXrhc24CnTFd,Australia,top200,MOVE_DOWN,12433.0
348,Famous,147,2017-01-01,Kanye West,https://open.spotify.com/track/19a3JfW8BQwqHWUMbcqSx8,Australia,top200,MOVE_UP,12343.0
349,V. 3005,148,2017-01-01,Childish Gambino,https://open.spotify.com/track/7wwifjNAb172PtDpKK3CoR,Australia,top200,NEW_ENTRY,12321.0
350,No Scrubs,149,2017-01-01,TLC,https://open.spotify.com/track/1KGi9sZVMeszgZOWivFpxs,Australia,top200,MOVE_DOWN,12277.0
351,Alone,150,2017-01-01,Alan Walker,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,Australia,top200,NEW_ENTRY,12260.0
352,"Me, Myself & I",151,2017-01-01,"G-Eazy, Bebe Rexha",https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC,Australia,top200,MOVE_UP,12190.0
353,Hear Me Now,152,2017-01-01,"Alok, Bruno Martini, Zeeba",https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,Australia,top200,NEW_ENTRY,12185.0
354,Millionaire (feat. Nelly),153,2017-01-01,"Cash Cash, Digital Farm Animals",https://open.spotify.com/track/3UDXkdQquqCEAJdNAsA1wO,Australia,top200,NEW_ENTRY,12179.0
355,Hey Ya!,154,2017-01-01,Outkast,https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM,Australia,top200,MOVE_DOWN,12147.0
356,Hotline Bling,155,2017-01-01,Drake,https://open.spotify.com/track/2FBUoWkIuQXwayw2RNo5l6,Australia,top200,MOVE_UP,12142.0
357,Can't Hold Us - feat. Ray Dalton,156,2017-01-01,Macklemore & Ryan Lewis,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn,Australia,top200,NEW_ENTRY,12141.0
358,My House,157,2017-01-01,Flo Rida,https://open.spotify.com/track/6Knv6wdA0luoMUuuoYi2i1,Australia,top200,MOVE_UP,12109.0
359,All Night (feat. Knox Fortune),158,2017-01-01,Chance the Rapper,https://open.spotify.com/track/60xaS8mYBKUW4VQQ666N0T,Australia,top200,MOVE_DOWN,12094.0
360,Weak,159,2017-01-01,AJR,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,Australia,top200,NEW_ENTRY,11853.0
361,Light,160,2017-01-01,San Holo,https://open.spotify.com/track/7zTx8ePYAmPFQuxP3xlXZn,Australia,top200,NEW_ENTRY,11662.0
362,No Money,161,2017-01-01,Galantis,https://open.spotify.com/track/0gb1J5UrTpzaU1s3nupgCd,Australia,top200,MOVE_UP,11661.0
363,Let It Go,162,2017-01-01,James Bay,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP,Australia,top200,NEW_ENTRY,11626.0
364,No Problem (feat. Lil Wayne & 2 Chainz),163,2017-01-01,Chance the Rapper,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH,Australia,top200,NEW_ENTRY,11556.0
365,Where Are Ü Now (with Justin Bieber),164,2017-01-01,"Jack Ü, Skrillex, Diplo",https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f,Australia,top200,MOVE_DOWN,11427.0
366,Blow Your Mind (Mwah),165,2017-01-01,Dua Lipa,https://open.spotify.com/track/2eAAEa8pxKF7My0EO4rFgR,Australia,top200,NEW_ENTRY,11405.0
367,Set In Stone,166,2017-01-01,Guy Sebastian,https://open.spotify.com/track/4ZfpHQ2mkA4HYZtVWBfOCK,Australia,top200,NEW_ENTRY,11358.0
368,Starboy - Kygo Remix,167,2017-01-01,"The Weeknd, Daft Punk",https://open.spotify.com/track/6L778PA16SuyYvFhqnMndY,Australia,top200,NEW_ENTRY,11281.0
369,Chill Bill (feat. J. Davi$ & Spooks),168,2017-01-01,Rob $tone,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp,Australia,top200,NEW_ENTRY,11245.0
370,Wonderwall - Remastered,169,2017-01-01,Oasis,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa,Australia,top200,MOVE_UP,11143.0
371,Let Her Go,170,2017-01-01,Passenger,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h,Australia,top200,NEW_ENTRY,11123.0
372,Cheerleader - Felix Jaehn Remix Radio Edit,171,2017-01-01,OMI,https://open.spotify.com/track/7vFoFDWqTX0mHzLfrF1Cfy,Australia,top200,MOVE_UP,10873.0
373,September Song,172,2017-01-01,JP Cooper,https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI,Australia,top200,NEW_ENTRY,10851.0
374,Seven Nation Army,173,2017-01-01,The White Stripes,https://open.spotify.com/track/1jNOi6m3Hn8nLEeHCp5Msr,Australia,top200,NEW_ENTRY,10843.0
375,How Far I'll Go,174,2017-01-01,Auli'i Cravalho,https://open.spotify.com/track/6mb6lVLNrcUgLnEN8QnDJd,Australia,top200,NEW_ENTRY,10810.0
376,I Got You,175,2017-01-01,Bebe Rexha,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i,Australia,top200,NEW_ENTRY,10653.0
377,Hoops,176,2017-01-01,The Rubens,https://open.spotify.com/track/4yUZPM6OfAY1KJik9rsveW,Australia,top200,NEW_ENTRY,10639.0
378,That's What I Like,177,2017-01-01,Bruno Mars,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,Australia,top200,NEW_ENTRY,10556.0
379,Working For It,178,2017-01-01,"ZHU, Skrillex, THEY.",https://open.spotify.com/track/2HJQcyUpmUuvzS5vBAICIc,Australia,top200,MOVE_DOWN,10530.0
380,False Alarm,179,2017-01-01,"Matoma, Becky Hill",https://open.spotify.com/track/7gZQfdEQpmwAoPHSbEHzms,Australia,top200,NEW_ENTRY,10521.0
381,Time of Our Lives,180,2017-01-01,"Pitbull, Ne-Yo",https://open.spotify.com/track/2bJvI42r8EF3wxjOuDav4r,Australia,top200,MOVE_DOWN,10472.0
382,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),181,2017-01-01,Vice,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA,Australia,top200,NEW_ENTRY,10404.0
383,You & Me,182,2017-01-01,"Marc E. Bassy, G-Eazy",https://open.spotify.com/track/4QdovcM8j50QPlyR7tH4xe,Australia,top200,NEW_ENTRY,10401.0
384,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",183,2017-01-01,"Macklemore, Ryan Lewis, Grandmaster Melle Mel",https://open.spotify.com/track/5pfJsMwoRYKampPay8amX0,Australia,top200,NEW_ENTRY,10392.0
385,Is This Love - Remix,184,2017-01-01,"Bob Marley & The Wailers, LVNDSCAPE, Bolier",https://open.spotify.com/track/1w5sLDYzYAGI0AkLc6FPlO,Australia,top200,NEW_ENTRY,10371.0
386,Wolfie (feat. Julia Stone),185,2017-01-01,Golden Features,https://open.spotify.com/track/6rKmnzp0nUpHvjLK7FXSnP,Australia,top200,NEW_ENTRY,10232.0
387,Jumpman,186,2017-01-01,"Drake, Future",https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ,Australia,top200,NEW_ENTRY,10091.0
388,Six Feet Under,187,2017-01-01,The Weeknd,https://open.spotify.com/track/4mU5iXHeLgbR94siF7p1sY,Australia,top200,NEW_ENTRY,10030.0
389,Solo Dance,188,2017-01-01,Martin Jensen,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,Australia,top200,NEW_ENTRY,10009.0
390,Crazy,189,2017-01-01,Gnarls Barkley,https://open.spotify.com/track/1vxw6aYJls2oq3gW0DujAo,Australia,top200,NEW_ENTRY,9997.0
391,Party (feat. Usher & Gucci Mane),190,2017-01-01,Chris Brown,https://open.spotify.com/track/05Z7jet4VDNVgNQWcYHnrk,Australia,top200,NEW_ENTRY,9994.0
392,Georgia,191,2017-01-01,Vance Joy,https://open.spotify.com/track/6Fha6tXHkL3r9m9nNqQG8p,Australia,top200,NEW_ENTRY,9960.0
393,Without Me,192,2017-01-01,Eminem,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk,Australia,top200,NEW_ENTRY,9940.0
394,The Hills,193,2017-01-01,The Weeknd,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l,Australia,top200,NEW_ENTRY,9938.0
395,See You Again (feat. Charlie Puth),194,2017-01-01,Wiz Khalifa,https://open.spotify.com/track/6IcrwGdIvRsrImOnoYfG9Z,Australia,top200,NEW_ENTRY,9919.0
396,Chunky,195,2017-01-01,Bruno Mars,https://open.spotify.com/track/0mBKv9DkYfQHjdMcw2jdyI,Australia,top200,NEW_ENTRY,9907.0
397,You Were Right,196,2017-01-01,RÜFÜS DU SOL,https://open.spotify.com/track/77lqbary6vt1DSc1MBN6sx,Australia,top200,NEW_ENTRY,9869.0
398,Black Barbies,197,2017-01-01,"Nicki Minaj, Mike WiLL Made-It",https://open.spotify.com/track/3y9cCbnBn0zjkJa2YkOj70,Australia,top200,NEW_ENTRY,9844.0
399,pick up the phone,198,2017-01-01,"Young Thug, Travis Scott",https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr,Australia,top200,NEW_ENTRY,9827.0
400,Under the Bridge,199,2017-01-01,Red Hot Chili Peppers,https://open.spotify.com/track/3d9DChrdc6BOeFsbrZ3Is0,Australia,top200,NEW_ENTRY,9823.0
401,Ocean Drive,200,2017-01-01,Duke Dumont,https://open.spotify.com/track/0k93MXOj0kSXo84SvSDeUz,Australia,top200,NEW_ENTRY,9790.0
402,Alone,1,2017-01-01,Alan Walker,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,Austria,top200,MOVE_UP,12990.0
403,Rockabye (feat. Sean Paul & Anne-Marie),2,2017-01-01,Clean Bandit,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,Austria,top200,MOVE_DOWN,12897.0
404,Chöre,3,2017-01-01,Mark Forster,https://open.spotify.com/track/2nYpbaLykC2cjU8Yt5KF1v,Austria,top200,MOVE_UP,10852.0
405,Bad Ideas,4,2017-01-01,Alle Farben,https://open.spotify.com/track/76gwG061wqdatYhicO2hG4,Austria,top200,MOVE_DOWN,10837.0
406,Closer,5,2017-01-01,"The Chainsmokers, Halsey",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,Austria,top200,SAME_POSITION,10317.0
407,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",6,2017-01-01,"ZAYN, Taylor Swift",https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,Austria,top200,MOVE_UP,9551.0
408,Starboy,7,2017-01-01,"The Weeknd, Daft Punk",https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,Austria,top200,MOVE_UP,9165.0
409,Call On Me - Ryan Riback Extended Remix,8,2017-01-01,Starley,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,Austria,top200,MOVE_DOWN,9146.0
410,Say You Won't Let Go,9,2017-01-01,James Arthur,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,Austria,top200,MOVE_UP,8756.0
411,Shed a Light,10,2017-01-01,"Robin Schulz, David Guetta, Cheat Codes",https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,Austria,top200,SAME_POSITION,8726.0
412,Let Me Love You,11,2017-01-01,"DJ Snake, Justin Bieber",https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,Austria,top200,MOVE_DOWN,8363.0
413,My Way,12,2017-01-01,Calvin Harris,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,Austria,top200,MOVE_DOWN,7873.0
414,Just Hold On,13,2017-01-01,"Steve Aoki, Louis Tomlinson",https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,Austria,top200,MOVE_UP,7780.0
415,Don't Wanna Know,14,2017-01-01,"Maroon 5, Kendrick Lamar",https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,Austria,top200,MOVE_DOWN,7747.0
416,Solo Dance,15,2017-01-01,Martin Jensen,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,Austria,top200,SAME_POSITION,7535.0
417,Now and Later,16,2017-01-01,Sage The Gemini,https://open.spotify.com/track/08WPvDEsHvTFuB9w8tC2OS,Austria,top200,MOVE_UP,7194.0
418,Lot to Learn,17,2017-01-01,Luke Christopher,https://open.spotify.com/track/2HzfRSfCogBSsgW2CckVA2,Austria,top200,MOVE_UP,7019.0
419,All Night,71,2017-01-01,"The Vamps, Matoma",https://open.spotify.com/track/4b4KcovePX8Ke2cLIQTLM0,Austria,top200,MOVE_UP,2869.0
420,Would I Lie to You - Radio Edit,18,2017-01-01,"David Guetta, Cedric Gervais, Chris Willis",https://open.spotify.com/track/4PdJSsESm34djLfBde9Pr2,Austria,top200,MOVE_DOWN,6960.0
421,Black Beatles,19,2017-01-01,"Rae Sremmurd, Gucci Mane",https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,Austria,top200,MOVE_UP,6954.0
422,Mercy,20,2017-01-01,Shawn Mendes,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,Austria,top200,MOVE_UP,6887.0
423,In the Name of Love,21,2017-01-01,"Martin Garrix, Bebe Rexha",https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,Austria,top200,SAME_POSITION,6754.0
424,One Dance,22,2017-01-01,"Drake, WizKid, Kyla",https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,Austria,top200,MOVE_DOWN,6515.0
425,Human,23,2017-01-01,Rag'n'Bone Man,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O,Austria,top200,MOVE_UP,6350.0
426,Don't Let Me Down (feat. Daya),24,2017-01-01,The Chainsmokers,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,Austria,top200,MOVE_DOWN,5942.0
427,Cold Water (feat. Justin Bieber & MØ),25,2017-01-01,Major Lazer,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,Austria,top200,MOVE_DOWN,5788.0
428,Heathens,26,2017-01-01,Twenty One Pilots,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,Austria,top200,MOVE_UP,5779.0
429,Scars To Your Beautiful,27,2017-01-01,Alessia Cara,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,Austria,top200,MOVE_UP,5556.0
430,No Lie,28,2017-01-01,"Sean Paul, Dua Lipa",https://open.spotify.com/track/3cFsmM51N5zMAuu1nNY4Tw,Austria,top200,SAME_POSITION,5439.0
431,What Is Love 2016,29,2017-01-01,Lost Frequencies,https://open.spotify.com/track/5hIR7SX1fSrr5evIAPDY5o,Austria,top200,MOVE_UP,5359.0
432,All We Know,30,2017-01-01,"The Chainsmokers, Phoebe Ryan",https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,Austria,top200,SAME_POSITION,5340.0
433,The Mack,31,2017-01-01,"Nevada, Mark Morrison, Fetty Wap",https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,Austria,top200,MOVE_DOWN,5325.0
434,By Your Side,32,2017-01-01,"Jonas Blue, RAYE",https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,Austria,top200,MOVE_UP,5231.0
435,Dye My Hair,33,2017-01-01,ALMA,https://open.spotify.com/track/5NafFxaLg9Ep21oTHBw7Zq,Austria,top200,MOVE_DOWN,5192.0
436,Love Me Now,34,2017-01-01,John Legend,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,Austria,top200,MOVE_UP,5188.0
437,Cheap Thrills,35,2017-01-01,Sia,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,Austria,top200,MOVE_DOWN,5187.0
438,Treat You Better,36,2017-01-01,Shawn Mendes,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,Austria,top200,MOVE_DOWN,5017.0
439,Jedermann,37,2017-01-01,Pizzera & Jaus,https://open.spotify.com/track/4rkEjyRMjc6rcj7WROZ9XK,Austria,top200,MOVE_UP,4932.0
440,Bonfire,38,2017-01-01,"Felix Jaehn, ALMA",https://open.spotify.com/track/5hz9DEkahyWoTs3rxJOTtw,Austria,top200,MOVE_DOWN,4790.0
441,Ohne mein Team,39,2017-01-01,"Bonez MC, RAF Camora, Maxwell",https://open.spotify.com/track/05Mp2UJulSttxQ4E6hQPH3,Austria,top200,MOVE_UP,4737.0
442,iPhone 17 (feat. Moé),40,2017-01-01,KC Rebell,https://open.spotify.com/track/6rwCkGBh7CV6pcdxZKbcsG,Austria,top200,MOVE_UP,4691.0
443,The Ocean (feat. Shy Martin),41,2017-01-01,Mike Perry,https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv,Austria,top200,MOVE_DOWN,4644.0
444,24K Magic,42,2017-01-01,Bruno Mars,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,Austria,top200,MOVE_UP,4558.0
445,Alarm,43,2017-01-01,Anne-Marie,https://open.spotify.com/track/0OwX5aROoW1Iip8FV51Efg,Austria,top200,MOVE_DOWN,4362.0
446,Final Song,44,2017-01-01,MØ,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,Austria,top200,MOVE_DOWN,4337.0
447,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",45,2017-01-01,Justin Timberlake,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,Austria,top200,MOVE_DOWN,4310.0
448,Starving,46,2017-01-01,"Hailee Steinfeld, Grey, Zedd",https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,Austria,top200,MOVE_UP,4288.0
449,I Feel It Coming,47,2017-01-01,"The Weeknd, Daft Punk",https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,Austria,top200,MOVE_UP,4275.0
450,Faded,48,2017-01-01,Alan Walker,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,Austria,top200,MOVE_DOWN,4184.0
451,I Took A Pill In Ibiza - Seeb Remix,49,2017-01-01,Mike Posner,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,Austria,top200,MOVE_DOWN,4175.0
452,Holz,50,2017-01-01,257ers,https://open.spotify.com/track/7eINNUMHd6YAPldsUlCz9q,Austria,top200,SAME_POSITION,3968.0
453,Stressed Out,51,2017-01-01,Twenty One Pilots,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,Austria,top200,SAME_POSITION,3869.0
454,Side To Side,52,2017-01-01,"Ariana Grande, Nicki Minaj",https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,Austria,top200,MOVE_UP,3833.0
455,Ride,53,2017-01-01,Twenty One Pilots,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,Austria,top200,MOVE_UP,3624.0
456,Hear Me Now,54,2017-01-01,"Alok, Bruno Martini, Zeeba",https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,Austria,top200,MOVE_UP,3596.0
457,Sexual,55,2017-01-01,"NEIKED, Dyo",https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop,Austria,top200,MOVE_UP,3472.0
458,Light It Up (feat. Nyla & Fuse ODG) - Remix,56,2017-01-01,Major Lazer,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,Austria,top200,MOVE_DOWN,3466.0
459,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",57,2017-01-01,Lil Wayne,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,Austria,top200,MOVE_UP,3423.0
460,Fake Love,58,2017-01-01,Drake,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,Austria,top200,MOVE_UP,3382.0
461,Hallelujah,59,2017-01-01,Pentatonix,https://open.spotify.com/track/550rQQCGkrTzvp4SfpOPzx,Austria,top200,MOVE_UP,3356.0
462,The Greatest,60,2017-01-01,Sia,https://open.spotify.com/track/6bLopGnirdrilrpdVB6Um1,Austria,top200,SAME_POSITION,3317.0
463,Fast Car,61,2017-01-01,"Jonas Blue, Dakota",https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ,Austria,top200,MOVE_DOWN,3277.0
464,Chantaje (feat. Maluma),62,2017-01-01,Shakira,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,Austria,top200,MOVE_UP,3245.0
465,Never Give Up,63,2017-01-01,Sia,https://open.spotify.com/track/1ssmjAYSU5PbmsjLq5yrNH,Austria,top200,MOVE_DOWN,3241.0
466,Water Under the Bridge,64,2017-01-01,Adele,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y,Austria,top200,MOVE_UP,3114.0
467,Sex,65,2017-01-01,"Cheat Codes, Kris Kross Amsterdam",https://open.spotify.com/track/5DA77EqppDmCTWGovd4oTP,Austria,top200,MOVE_DOWN,3107.0
468,Capsize,66,2017-01-01,"FRENSHIP, Emily Warren",https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco,Austria,top200,SAME_POSITION,3086.0
469,Love on Me,67,2017-01-01,"Galantis, Hook N Sling",https://open.spotify.com/track/2MHCiOohBZEQuLgDTPvSzF,Austria,top200,MOVE_DOWN,3018.0
470,Miss You,68,2017-01-01,James Hersey,https://open.spotify.com/track/7of1slAJIWrXxP8ikAHxje,Austria,top200,MOVE_UP,2944.0
471,Work from Home (feat. Ty Dolla $ign),69,2017-01-01,Fifth Harmony,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,Austria,top200,MOVE_DOWN,2911.0
472,Palmen aus Gold,70,2017-01-01,"Bonez MC, RAF Camora",https://open.spotify.com/track/0t4v7Q4yzb9SOQohayL33W,Austria,top200,MOVE_UP,2875.0
473,Cocoon,72,2017-01-01,Milky Chance,https://open.spotify.com/track/0L87MffumRNWrY2SNUFcvs,Austria,top200,MOVE_UP,2865.0
474,Perfect Strangers,73,2017-01-01,"Jonas Blue, JP Cooper",https://open.spotify.com/track/5bZtRlMBU76vHuDOb1GM5u,Austria,top200,MOVE_DOWN,2841.0
475,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),74,2017-01-01,Vice,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA,Austria,top200,MOVE_UP,2798.0
476,Sunset Lover,75,2017-01-01,Petit Biscuit,https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1,Austria,top200,MOVE_UP,2756.0
477,Tuesday,76,2017-01-01,"Burak Yeter, Danelle Sandoval",https://open.spotify.com/track/7abpmGpF7PGep2rDU68GBR,Austria,top200,MOVE_UP,2700.0
478,Kokaina,77,2017-01-01,Miami Yacine,https://open.spotify.com/track/2KHbPYI22yWIOgWUsApYIS,Austria,top200,MOVE_UP,2634.0
479,Palmen aus Plastik,78,2017-01-01,"Bonez MC, RAF Camora",https://open.spotify.com/track/6wHRm1KR8pzVDPdmR6Qovj,Austria,top200,MOVE_UP,2627.0
480,"Me, Myself & I",79,2017-01-01,"G-Eazy, Bebe Rexha",https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC,Austria,top200,MOVE_DOWN,2612.0
